text,amount,date,merchant,category,is_subscription,source
Потратил 78866 рублей в Lamoda на одежда,78866,2024-01-18,Lamoda,Одежда,0,voice
Потратил 63152 рублей в Аэроэкспресс на транспорт,63152,2024-10-02,Аэроэкспресс,Транспорт,0,voice
Zarina Одежда 112203,112203,2025-01-16,Zarina,Одежда,0,manual
Потратил 134834 рублей в Uber Russia на такси,134834,2025-02-08,Uber Russia,Такси,0,voice
Покупка. Кофемания. 65420.00 RUB,65420,2024-09-21,Кофемания,Кафе и рестораны,0,csv
Покупка. Алексей. 64142.00 RUB,64142,2025-01-23,Алексей,Переводы,0,csv
Покупка. Сбер Инвестор. 13621.00 RUB,13621,2024-12-09,Сбер Инвестор,Инвестиции,0,csv
Ozon Техника и электроника 134306,134306,2024-06-28,Ozon,Техника и электроника,0,manual
Покупка. Netflix. 5747.00 RUB,5747,2025-01-29,Netflix,Подписки,0,csv
Тануки Кафе и рестораны 144038,144038,2024-10-22,Тануки,Кафе и рестораны,0,manual
М.Видео Техника и электроника 22085,22085,2025-02-16,М.Видео,Техника и электроника,0,manual
Потратил 452 рублей в Booking на путешествия,452,2025-01-23,Booking,Путешествия,0,voice
KION Кино и сериалы 38697,38697,2025-04-09,KION,Кино и сериалы,0,manual
Freelance клиент Фриланс 91873,91873,2024-09-25,Freelance клиент,Фриланс,0,manual
Потратил 56734 рублей в DNS на техника и электроника,56734,2024-07-17,DNS,Техника и электроника,0,voice
Потратил 13578 рублей в Lamoda на одежда,13578,2024-04-09,Lamoda,Одежда,0,voice
Потратил 66563 рублей в Сбер Инвестор на инвестиции,66563,2024-06-04,Сбер Инвестор,Инвестиции,0,voice
Потратил 67726 рублей в ООО Техно на зарплата,67726,2024-07-25,ООО Техно,Зарплата,0,voice
Покупка. МегаФон. 64171.00 RUB,64171,2024-04-29,МегаФон,Интернет и связь,0,csv
Покупка. Бургер Кинг. 39512.00 RUB,39512,2024-04-10,Бургер Кинг,Фастфуд,0,csv
IVI Подписки 23322,23322,2024-09-01,IVI,Подписки,0,manual
Потратил 117619 рублей в Клиент Telegram на фриланс,117619,2025-03-27,Клиент Telegram,Фриланс,0,voice
Netflix подписка 599,599,2025-03-19,Netflix,Подписки,1,manual
Ralf Ringer Обувь 112249,112249,2024-03-29,Ralf Ringer,Обувь,0,manual
Потратил 101794 рублей в ООО Техно на зарплата,101794,2024-05-05,ООО Техно,Зарплата,0,voice
DNS Техника и электроника 82143,82143,2024-12-22,DNS,Техника и электроника,0,manual
Глобус Супермаркеты 69509,69509,2025-02-05,Глобус,Супермаркеты,0,manual
СПИСАНИЕ 3800.00 ЖКХ СЕРВИС,3800,2024-05-26,ЖКХ Сервис,Коммунальные услуги,1,csv
Потратил 131760 рублей в Мама на переводы,131760,2024-12-30,Мама,Переводы,0,voice
Покупка. Wildberries. 92886.00 RUB,92886,2025-03-10,Wildberries,Одежда,0,csv
Покупка. Подорожник. 120556.00 RUB,120556,2025-02-07,Подорожник,Общественный транспорт,0,csv
Покупка. Steam. 62971.00 RUB,62971,2024-08-31,Steam,Развлечения,0,csv
DNS Техника и электроника 146214,146214,2024-08-31,DNS,Техника и электроника,0,manual
Потратил 5955 рублей в IVI на кино и сериалы,5955,2025-03-19,IVI,Кино и сериалы,0,voice
ЖКХ Сервис подписка 3800,3800,2024-06-06,ЖКХ Сервис,Коммунальные услуги,1,manual
РЖД Путешествия 52405,52405,2024-06-01,РЖД,Путешествия,0,manual
Шоколадница Кафе и рестораны 123568,123568,2025-01-27,Шоколадница,Кафе и рестораны,0,manual
Потратил 15303 рублей в Тройка на общественный транспорт,15303,2025-02-07,Тройка,Общественный транспорт,0,voice
Покупка. Ашан. 72863.00 RUB,72863,2025-01-13,Ашан,Супермаркеты,0,csv
Глобус Супермаркеты 104495,104495,2024-07-01,Глобус,Супермаркеты,0,manual
Потратил 76204 рублей в Тинькофф Инвестиции на инвестиции,76204,2025-01-04,Тинькофф Инвестиции,Инвестиции,0,voice
Потратил 137763 рублей в VK Play на развлечения,137763,2025-02-13,VK Play,Развлечения,0,voice
Покупка. Zarina. 110849.00 RUB,110849,2024-07-06,Zarina,Одежда,0,csv
Потратил 34163 рублей в IVI на подписки,34163,2025-04-27,IVI,Подписки,0,voice
Потратил 3583 рублей в Ригла на здоровье и аптеки,3583,2025-03-17,Ригла,Здоровье и аптеки,0,voice
METRO Супермаркеты 7626,7626,2025-03-13,METRO,Супермаркеты,0,manual
Потратил 18436 рублей в Fitmost на спорт,18436,2024-01-31,Fitmost,Спорт,0,voice
Потратил 94860 рублей в Тинькофф Инвестиции на инвестиции,94860,2025-02-26,Тинькофф Инвестиции,Инвестиции,0,voice
Потратил 131610 рублей в Аптека 36.6 на здоровье и аптеки,131610,2024-10-17,Аптека 36.6,Здоровье и аптеки,0,voice
Fitmost Спорт 82457,82457,2024-02-11,Fitmost,Спорт,0,manual
Покупка. Шоколадница. 83485.00 RUB,83485,2024-09-14,Шоколадница,Кафе и рестораны,0,csv
Потратил 105377 рублей в Подорожник на общественный транспорт,105377,2024-08-06,Подорожник,Общественный транспорт,0,voice
Покупка. Якитория. 80374.00 RUB,80374,2024-08-28,Якитория,Кафе и рестораны,0,csv
Потратил 133933 рублей в Лэтуаль на красота и уход,133933,2024-11-25,Лэтуаль,Красота и уход,0,voice
Сбер Налоги 127677,127677,2024-12-08,Сбер,Налоги,0,manual
Покупка. Перекрёсток. 121044.00 RUB,121044,2025-01-10,Перекрёсток,Продукты,0,csv
X-Fit Спорт 100555,100555,2024-10-07,X-Fit,Спорт,0,manual
Покупка. S7 Airlines. 4197.00 RUB,4197,2025-01-14,S7 Airlines,Транспорт,0,csv
Потратил 96744 рублей в ECCO на обувь,96744,2024-07-25,ECCO,Обувь,0,voice
Покупка. Zarina. 98334.00 RUB,98334,2024-01-09,Zarina,Одежда,0,csv
Потратил 61043 рублей в МТС на интернет и связь,61043,2024-12-20,МТС,Интернет и связь,0,voice
СПИСАНИЕ 599.00 NETFLIX,599,2024-12-26,Netflix,Подписки,1,csv
Uber Russia Такси 74963,74963,2025-03-13,Uber Russia,Такси,0,manual
Потратил 126188 рублей в Перекрёсток на продукты,126188,2024-12-14,Перекрёсток,Продукты,0,voice
СберПрайм подписка 299,299,2025-04-13,СберПрайм,Подписки,1,manual
Потратил 14414 рублей в РЖД на транспорт,14414,2024-06-30,РЖД,Транспорт,0,voice
Потратил 139493 рублей в Тануки на кафе и рестораны,139493,2024-07-17,Тануки,Кафе и рестораны,0,voice
Потратил 127072 рублей в Ozon на техника и электроника,127072,2024-06-06,Ozon,Техника и электроника,0,voice
Потратил 144691 рублей в Золотое Яблоко на красота и уход,144691,2024-10-29,Золотое Яблоко,Красота и уход,0,voice
Потратил 119006 рублей в Прочий платеж на прочее,119006,2025-01-10,Прочий платеж,Прочее,0,voice
Потратил 68508 рублей в Сбер Инвестор на инвестиции,68508,2024-08-21,Сбер Инвестор,Инвестиции,0,voice
Оплатил подписку Okko 85853 рублей,85853,2024-11-06,Okko,Кино и сериалы,1,voice
Потратил 4424 рублей в VK Play на развлечения,4424,2025-04-21,VK Play,Развлечения,0,voice
Покупка. Тинькофф Инвестиции. 59276.00 RUB,59276,2025-02-04,Тинькофф Инвестиции,Инвестиции,0,csv
СПИСАНИЕ 620.00 МЕГАФОН,620,2024-07-01,МегаФон,Интернет и связь,1,csv
Кофемания Кафе и рестораны 81339,81339,2025-04-18,Кофемания,Кафе и рестораны,0,manual
Оплатил подписку ЖКХ Сервис 3800 рублей,3800,2024-02-16,ЖКХ Сервис,Коммунальные услуги,1,voice
Потратил 132559 рублей в Подорожник на общественный транспорт,132559,2024-12-11,Подорожник,Общественный транспорт,0,voice
Потратил 93200 рублей в Тройка на общественный транспорт,93200,2024-09-20,Тройка,Общественный транспорт,0,voice
Потратил 109733 рублей в Спортмастер на обувь,109733,2025-01-30,Спортмастер,Обувь,0,voice
Потратил 91606 рублей в Zarina на одежда,91606,2024-04-17,Zarina,Одежда,0,voice
Покупка. Booking. 141074.00 RUB,141074,2024-07-05,Booking,Путешествия,0,csv
